OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
166	TARA_N000001299	TARA_092	SRF	[0.8-5µm]	-33.6895	-71.998	TARA_092_SRF_0.8-5	TARA_092	ERS491398	ERR1719329|ERR1719503|ERR1755935|ERR1756300|ERR868413	SAMEA2621772	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_N000001299	2011-02-26T12:01	-142	15.912325	34.3948	25.30165	0.10977	4.9071	9	1.096275	245.3235		0.000005259	0.073051497	0.349130755	11.69553487			626.091796875	0.000568025599932298			11.721928			8.114713	0.039	0.795	0.11	0.49	11	13	10	13	125		0.696868	0.932582													-33.6895	-71.998	0	summer	middle		0	0
170	TARA_N000001306	TARA_093	SRF	[>0.8µm]	-34.0614	-73.1066	TARA_093_SRF_0.8->	TARA_093	ERS491431	ERR1711938|ERR1712009|ERR1879928|ERR1726719|ERR1879710	SAMEA2621789	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_N000001306	2011-03-12T11:34	-5030	18.122955	34.31598	24.71804	0.96969	0.13782	5	18.154071	243.0408	0	0.000003974	0.040871163	0.175246051	11.33696842	1.82307	1547.255	154.387619018555	0.00076976214768365	0	0.0218	12.065853	0.0114	0	8.092858	0.03975	0.52125	0.2115	0.1445	26	29	36	14	156	50	0.54852	0.995357	4762.157534	6.854613957	17397.8	0.75062011	0.01585	0.033	0.0218	0.0008	0.02615	0	0.06335	0.00115	-34.0614	-73.1066	0	summer	late	0.061918		3.25
171	TARA_N000001309	TARA_092	SRF	[>0.8µm]	-33.6895	-71.998	TARA_092_SRF_0.8->	TARA_092	ERS491394	ERR1719276|ERR1879813|ERR1719223|ERR1726749|ERR1726645|ERR1879730	SAMEA2621768	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_N000001309	2011-02-26T12:01	-142	15.912325	34.3948	25.30165	0.10977	4.9071	9	1.096275	245.3235		0.000005259	0.073051497	0.349130755	11.69553487			626.091796875	0.000568025599932298			11.721928			8.114713	0.039	0.795	0.11	0.49	11	13	10	13	125		0.696868	0.932582													-33.6895	-71.998	0	summer	middle		0	0
173	TARA_N000001372	TARA_083	SRF	[>0.8µm]	-54.3739	-65.1342	TARA_083_SRF_0.8->	TARA_083	ERS490975	ERR1726572|ERR1879945|ERR1879824|ERR1712127|ERR1712231	SAMEA2621468	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001372	2010-12-16T11:58	-101	7.12605	33.254213	26.02655	1.2597	0.1905	5	25.54155	294.22875	13.592516	0.000032938	0.25779969	0.812755768	11.70473353			114.690574645996	0.000347410270478576			15.904469			8.104567	0.198	1.176	10.86	0.936	78	44	77	13	78	74	0.563985	0.695846													-54.3739	-65.1342	0	spring	late	0.072135	0	0
174	TARA_N000001374	TARA_083	SRF	[0.8-5µm]	-54.3739	-65.1342	TARA_083_SRF_0.8-5	TARA_083	ERS490977	ERR868388|ERR1740125|ERR1756258|ERR1740126	SAMEA2621470	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001374	2010-12-16T11:58	-101	7.12605	33.254213	26.02655	1.2597	0.1905	5	25.54155	294.22875	13.592516	0.000032938	0.25779969	0.812755768	11.70473353			114.690574645996	0.000347410270478576			15.904469			8.104567	0.198	1.176	10.86	0.936	78	44	77	13	78	74	0.563985	0.695846													-54.3739	-65.1342	0	spring	late	0.072135	0	0
175	TARA_N000001377	TARA_083	SRF	[5-20µm]	-54.3739	-65.1342	TARA_083_SRF_5-20	TARA_083	ERS490982	ERR1712191|ERR1712071	SAMEA2621475	SEQ-(500mL-or-15min)_W5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001377	2010-12-16T11:58	-101	7.12605	33.254213	26.02655	1.2597	0.1905	5	25.54155	294.22875	13.592516	0.000032938	0.25779969	0.812755768	11.70473353			114.690574645996	0.000347410270478576			15.904469			8.104567	0.198	1.176	10.86	0.936	78	44	77	13	78	74	0.563985	0.695846													-54.3739	-65.1342	0	spring	late	0.072135	0	0
177	TARA_N000001382	TARA_082	SRF	[>0.8µm]	-47.1863	-58.2902	TARA_082_SRF_0.8->	TARA_082	ERS490894	ERR562538|ERR1712086|ERR1712153|ERR599293	SAMEA2621410	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001382	2010-12-06T10:33	-2858	7.579417	34.05025	26.589567	0.4052	0.2258	5		303.147667	18.434187	0.000290781	0.125833504	0.274188709	6.387227853		750.169	130.012275695801	0.00140309950802475							0.146	1.302	18.005	1.945	55	44	64	74	952	59	0.476837	0.724874	3890.121166	6.358772575	12924	0.761434925									-47.1863	-58.2902	0	spring	late	0.056052	0.202122	0
178	TARA_N000001384	TARA_082	DCM	[>0.8µm]	-47.2007	-57.9446	TARA_082_DCM_0.8->	TARA_082	ERS490941	ERR1712021|ERR562432|ERR599319|ERR1711935	SAMEA2621436	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001384	2010-12-06T18:58	-3510	7.154875	34.05055	26.649733	8.775	0.57815	40		306.1555	18.047311	0.000290781	0.125833504	0.274188709	6.387227853		776.804	107.016181945801	0.00129014818230644							0.1185	1.356	18.525	2.661	18	42	62	24	129	66	0.476837	0.724874													-47.2007	-57.9446	0	spring	late	0.056052	0.202122	0
179	TARA_N000001386	TARA_082	SRF	[0.8-5µm]	-47.1863	-58.2902	TARA_082_SRF_0.8-5	TARA_082	ERS490896	ERR1719424|ERR599298|ERR562385|ERR1719149	SAMEA2621412	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001386	2010-12-06T10:33	-2858	7.579417	34.05025	26.589567	0.4052	0.2258	5		303.147667	18.434187	0.000290781	0.125833504	0.274188709	6.387227853		750.169	130.012275695801	0.00140309950802475							0.146	1.302	18.005	1.945	55	44	64	74	952	59	0.476837	0.724874	3890.121166	6.358772575	12924	0.761434925									-47.1863	-58.2902	0	spring	late	0.056052	0.202122	0
180	TARA_N000001390	TARA_082	SRF	[5-20µm]	-47.2002	-58.2034	TARA_082_SRF_5-20	TARA_082	ERS490915	ERR1712194|ERR599232|ERR562719|ERR1712085	SAMEA2657104	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001390	2010-12-06T13:23	-2858	7.579417	34.05025	26.589567	7.13	0.2258	5		303.147667	18.434187	0.000290781	0.125833504	0.274188709	6.387227853		750.169	118.036205291748	0.00131235568551347							0.146	1.302	18.005	1.945	55	44	64	74	952	59	0.476837	0.724874	3890.121166	6.358772575	12924	0.761434925									-47.2002	-58.2034	0	spring	late	0.056052	0.202122	0
184	TARA_N000001400	TARA_082	DCM	[180-2000µm]	-47.2116	-58.0266	TARA_082_DCM_180-2000	TARA_082	ERS490922	ERR599279|ERR562650|ERR1712106|ERR1712128	SAMEA2657035	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_N000001400	2010-12-06T17:20	-3510	7.220867	34.05045	26.640667	2.4829	0.5275	30		306.433	18.015193	0.000290781	0.125833504	0.274188709	6.387227853		776.804	114.171432495117	0.00133011385332793							0.102	1.296	17.98	2.244	18	42	62	24	129	66	0.476837	0.724874													-47.2116	-58.0266	0	spring	late	0.056052	0.202122	0
185	TARA_N000001424	TARA_081	DCM	[180-2000µm]	-44.5455	-52.3242	TARA_081_DCM_180-2000	TARA_081	ERS490832	ERR1740123|ERR1759717|ERR1759705|ERR1740116|ERR1726573	SAMEA2732401	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Westerlies Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SSTC] South Subtropical Convergence Province (MRGID:21500)	TARA_N000001424	2010-12-02T13:44	-5964	13.506225	34.80505	26.14055	3.0295	0.2253	35	0.245204	256.63475	2.810686	0.001055889	0.154090277	0.027497418	1.224482765			134.04052734375	0.000631522561889142							0.132	0.412	3.359	1.296	38	39	48	308	81	59	0.872353	0.748402													-44.5455	-52.3242	0	spring	late	-0.263673	0.095682	5
186	TARA_N000001426	TARA_081	DCM	[20-180µm]	-44.5582	-52.2718	TARA_081_DCM_20-180	TARA_081	ERS490836	ERR1740122|ERR1756059|ERR1740129|ERR1726706|ERR1756230	SAMEA2732468	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Westerlies Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SSTC] South Subtropical Convergence Province (MRGID:21500)	TARA_N000001426	2010-12-02T15:22	-5964	13.506225	34.80505	26.14055	1.356	0.2253	35	0.466106	256.63475	2.810686	0.001055889	0.154090277	0.027497418	1.224482765			134.196403503418	0.000631522561889142							0.132	0.412	3.359	1.296	38	39	48	308	81	59	0.872353	0.748402													-44.5582	-52.2718	0	spring	late	-0.263673	0.095682	5
187	TARA_N000001428	TARA_081	SRF	[20-180µm]	-44.6241	-52.1505	TARA_081_SRF_20-180	TARA_081	ERS490871	ERR1739839|ERR1739838|ERR1726853|ERR1879861|ERR1879706	SAMEA2732891	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SSTC] South Subtropical Convergence Province (MRGID:21500)	TARA_N000001428	2010-12-02T20:42	-5964	13.6805	34.793925	26.0944	13.3842	0.099	5	19.43916	255.26575	2.439627	0.001055889	0.154090277	0.027497418	1.224482765			119.025985717773	0.000535175538971089			12.516212			8.133012	0.115	0.429	3.081	1.173	38	39	48	308	81	59	0.872353	0.748402													-44.6241	-52.1505	0	spring	late	-0.263673	0.095682	5
188	TARA_N000001430	TARA_081	DCM	[5-20µm]	-44.5838	-52.1952	TARA_081_DCM_5-20	TARA_081	ERS490841	ERR1726530|ERR1740120|ERR1755886|ERR1755933|ERR1740121	SAMEA2732530	SEQ-(500mL-or-15min)_N5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Westerlies Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SSTC] South Subtropical Convergence Province (MRGID:21500)	TARA_N000001430	2010-12-02T18:14	-5964	13.506225	34.80505	26.14055	8.0518	0.2253	35	0.392749	256.63475	2.810686	0.001055889	0.154090277	0.027497418	1.224482765			126.538185119629	0.000584416062338278							0.132	0.412	3.359	1.296	38	39	48	308	81	59	0.872353	0.748402													-44.5838	-52.1952	0	spring	late	-0.263673	0.095682	5
189	TARA_N000001436	TARA_081	SRF	[0.8-5µm]	-44.5342	-52.455	TARA_081_SRF_0.8-5	TARA_081	ERS490817	ERR1756007|ERR868372|ERR1740127|ERR1756162|ERR1740138	SAMEA2621362	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SSTC] South Subtropical Convergence Province (MRGID:21500)	TARA_N000001436	2010-12-02T10:28	-5910	13.6805	34.793925	26.0944	1.1145	0.099	5	16.7857	255.26575	2.439627	0.001055889	0.154090277	0.027497418	1.224482765			129.103404998779	0.000555256614461541			12.516212			8.133012	0.115	0.429	3.081	1.173	32	31	42	254	880	161	0.872353	0.748402													-44.5342	-52.455	0	spring	late	-0.263673	0.095682	5
190	TARA_N000001438	TARA_084	SRF	[0.8-5µm]	-60.2287	-60.6476	TARA_084_SRF_0.8-5	TARA_084	ERS491012	ERR1711865|ERR562657|ERR1712028|ERR599254	SAMEA2621498	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_N000001438	2011-01-03T11:05	-3983	1.9034	33.7198	26.9578	0.43015	0.0219	5	28.65183	338.526	24.903191	0.000008826	0.096893812	0.217055053	19.89227422		132.631	52.0462245941162	0.000287958915578201							0.266	1.723	25.3	16.55	254	63	69	60	553	75	0.000081	0.485616	2876.10206	6.156097984	12175	0.765784249									-60.2287	-60.6476	0	spring	late	-0.48219	0.082884	1.972222
191	TARA_N000001440	TARA_084	SRF	[5-20µm]	-60.4016	-60.4488	TARA_084_SRF_5-20	TARA_084	ERS491032	ERR1712161|ERR599224|ERR1712238|ERR562503	SAMEA2657096	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_N000001440	2011-01-03T18:17	-3890	1.9034	33.7198	26.9578	0.87785	0.0219	5	23.871945	338.526	24.903191	0.000008826	0.096893812	0.217055053	19.89227422		132.631	53.5909061431885	0.000359412122634239							0.266	1.723	25.3	16.55	425	72	95	69	462	105	0.000081	0.485616	2876.10206	6.156097984	12175	0.765784249									-60.4016	-60.4488	0	summer	early	-0.48219	0.082884	1.972222
193	TARA_N000001473	TARA_080	DCM	[20-180µm]	-40.6154	-51.9351	TARA_080_DCM_20-180	TARA_080	ERS490778	ERR1739846|ERR1756269|ERR1739844|ERR1726758	SAMEA2732399	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[BRAZ] Brazil Current Coastal Province (MRGID:21468)	TARA_N000001473	2010-11-29T19:06	-5538	17.789095	35.808488	25.969056	1.4117	0.12096	85	0.002862	213.3653	0.829393	0.00122622	0.096365529	0.010727511	0.083502028			57.1605014801025	0.000239442844758742	0.0032	0.0695		0.0406	0.0125		0.123	0.357	3.495	2.723	42	60	5	119	202	169	0.834092	0.719312					0.039	0	0.0695	0.0059	0.0525	0.0026	0.0109	0	-40.6154	-51.9351	0	spring	late	-3.547166	0.133847	15.416667
194	TARA_N000001477	TARA_080	DCM	[180-2000µm]	-40.6083	-51.9557	TARA_080_DCM_180-2000	TARA_080	ERS490774	ERR1719435|ERR1719431|ERR1726648|ERR1755995	SAMEA2732344	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[BRAZ] Brazil Current Coastal Province (MRGID:21468)	TARA_N000001477	2010-11-29T18:09	-5525	17.789095	35.808488	25.969056	0.88578	0.12096	85	0.00639	213.3653	0.829393	0.00122622	0.096365529	0.010727511	0.083502028			57.1671028137207	0.00019653436174849	0.0032	0.0695		0.0406	0.0125		0.123	0.357	3.495	2.723	37	56	29	662	200	447	0.834092	0.719312					0.039	0	0.0695	0.0059	0.0525	0.0026	0.0109	0	-40.6083	-51.9557	0	spring	late	-3.547166	0.133847	15.416667
195	TARA_N000001478	TARA_080	SRF	[>0.8µm]	-40.6511	-52.182	TARA_080_SRF_0.8->	TARA_080	ERS490752	ERR1719475|ERR1719446|ERR1879895|ERR1726733	SAMEA2621316	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[BRAZ] Brazil Current Coastal Province (MRGID:21468)	TARA_N000001478	2010-11-29T11:21	-5496	19.93457	35.622685	25.25528	1.2908	0.04392	5	32.686463	222.4663	0	0.00122622	0.096365529	0.010727511	0.083502028			68.3554306030273	0.000292575947241858	0	0.0309	11.276962	0.0058	0	8.104727	0	0	0.048	1.039	38	77	45	552	249	108	0.834092	0.719312					0.0068	0.003	0.0309	0	0.0146	0	0.0322	0	-40.6511	-52.182	0	spring	late	-3.547166	0.133847	15.416667
196	TARA_N000001489	TARA_080	DCM	[5-20µm]	-40.6241	-51.9229	TARA_080_DCM_5-20	TARA_080	ERS490794	ERR1726906|ERR1739842|ERR1756199|ERR1739840	SAMEA2621339	SEQ-(500mL-or-15min)_W5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[BRAZ] Brazil Current Coastal Province (MRGID:21468)	TARA_N000001489	2010-11-29T19:37	-5538	17.789095	35.808488	25.969056	0.002325	0.12096	85	0.002862	213.3653	0.829393	0.00122622	0.096365529	0.010727511	0.083502028			57.1605014801025	0.000246588264417369	0.0032	0.0695		0.0406	0.0125		0.123	0.357	3.495	2.723	42	60	5	119	202	169	0.834092	0.719312					0.039	0	0.0695	0.0059	0.0525	0.0026	0.0109	0	-40.6241	-51.9229	0	spring	late	-3.547166	0.133847	15.416667
197	TARA_N000001491	TARA_080	SRF	[0.8-5µm]	-40.6511	-52.182	TARA_080_SRF_0.8-5	TARA_080	ERS490751	ERR868387|ERR1711967|ERR1712070|ERR1755917	SAMEA2621315	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[BRAZ] Brazil Current Coastal Province (MRGID:21468)	TARA_N000001491	2010-11-29T11:21	-5496	19.93457	35.622685	25.25528	1.2908	0.04392	5	32.686463	222.4663	0	0.00122622	0.096365529	0.010727511	0.083502028			68.3554306030273	0.000292575947241858	0	0.0309	11.276962	0.0058	0	8.104727	0	0	0.048	1.039	38	77	45	552	249	108	0.834092	0.719312					0.0068	0.003	0.0309	0	0.0146	0	0.0322	0	-40.6511	-52.182	0	spring	late	-3.547166	0.133847	15.416667
198	TARA_N000001499	TARA_080	SRF	[20-180µm]	-40.6297	-52.0503	TARA_080_SRF_20-180	TARA_080	ERS490768	ERR1726636|ERR1719330|ERR1719512|ERR1756178	SAMEA2732299	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[BRAZ] Brazil Current Coastal Province (MRGID:21468)	TARA_N000001499	2010-11-29T14:30	-5525	19.93457	35.622685	25.25528	7.4809	0.04392	5	32.871928	222.4663	0	0.00122622	0.096365529	0.010727511	0.083502028			59.1199893951416	0.000216784261283465	0	0.0309	11.276962	0.0058	0	8.104727	0	0	0.048	1.039	37	56	29	662	200	447	0.834092	0.719312					0.0068	0.003	0.0309	0	0.0146	0	0.0322	0	-40.6297	-52.0503	0	spring	late	-3.547166	0.133847	15.416667
199	TARA_N000001503	TARA_080	SRF	[180-2000µm]	-40.6487	-52.1511	TARA_080_SRF_180-2000	TARA_080	ERS490761	ERR1726819|ERR1756124|ERR1719489|ERR1719376	SAMEA2732231	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[BRAZ] Brazil Current Coastal Province (MRGID:21468)	TARA_N000001503	2010-11-29T12:04	-5496	19.93457	35.622685	25.25528	3.9078	0.04392	5	31.31193	222.4663	0	0.00122622	0.096365529	0.010727511	0.083502028			69.3413238525391	0.000303676904877648	0	0.0309	11.276962	0.0058	0	8.104727	0	0	0.048	1.039	38	77	45	552	249	108	0.834092	0.719312					0.0068	0.003	0.0309	0	0.0146	0	0.0322	0	-40.6487	-52.1511	0	spring	late	-3.547166	0.133847	15.416667
200	TARA_N000001510	TARA_078	SRF	[20-180µm]	-30.1872	-43.2834	TARA_078_SRF_20-180	TARA_078	ERS490683	ERR1712242|ERR562397|ERR599263|ERR1711876	SAMEA2657067	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_N000001510	2010-11-04T13:22	-3887	20.07775	36.32553	25.754115	4.2382	0.00144	5	40.400338	221.13845	0.025333	0.000862562	0.017718557	0.012364627	0.001974124		352.555	37.2271480560303	0.000158979368279688	0	0.0054	11.348365	0.0027	0	8.101368	0	0	0.026	0.749	89	117	197	887	600	580	0.084879	0.65728					0.00175	0.0008	0.0054	0	0.00485	0	0.02225	0	-30.1872	-43.2834	0	spring	middle	0.053558	0.14819	5.777778
201	TARA_N000001512	TARA_078	DCM	[20-180µm]	-30.1403	-43.2641	TARA_078_DCM_20-180	TARA_078	ERS490712	ERR1712001|ERR599262|ERR1711863|ERR562402	SAMEA2657102	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_N000001512	2010-11-04T20:13	-3881	19.32335	36.27746	25.920365	1.0831	0.08856	120	0.038677	216.6547	0.085111	0.000862562	0.017718557	0.012364627	0.001974124		352.555	39.2648582458496	0.000227720563998446	0.002	0.0064		0.0343	0		0.053	0	0.104	0.319	75	107	3	37	170	168	0.084879	0.65728					0.0231	0.0015	0.0064	0.0028	0.0362	0.0008	0.0146	0	-30.1403	-43.2641	0	spring	middle	0.053558	0.14819	5.777778
202	TARA_N000001514	TARA_078	SRF	[180-2000µm]	-30.1506	-43.2877	TARA_078_SRF_180-2000	TARA_078	ERS490679	ERR562419|ERR1719173|ERR599245	SAMEA2656977	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_N000001514	2010-11-04T11:31	-3887	20.07775	36.32553	25.754115	1.4005	0.00144	5	40.400338	221.13845	0.025333	0.000862562	0.017718557	0.012364627	0.001974124		352.555	38.6280517578125	0.000196519125893246	0	0.0054	11.348365	0.0027	0	8.101368	0	0	0.026	0.749	89	117	197	887	600	580	0.084879	0.65728					0.00175	0.0008	0.0054	0	0.00485	0	0.02225	0	-30.1506	-43.2877	0	spring	middle	0.053558	0.14819	5.777778
203	TARA_N000001516	TARA_078	DCM	[180-2000µm]	-30.052	-43.2619	TARA_078_DCM_180-2000	TARA_078	ERS490708	ERR562584|ERR1726825|ERR599265|ERR1711891|ERR1711888	SAMEA2657042	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_N000001516	2010-11-04T18:37	-3879	19.32335	36.27746	25.920365	9.946	0.08856	120	0.038677	216.6547	0.085111	0.000862562	0.017718557	0.012364627	0.001974124		352.555	39.0258960723877	0.000222403708903585	0.002	0.0064		0.0343	0		0.053	0	0.104	0.319	71	111	4	42	160	166	0.084879	0.65728					0.0231	0.0015	0.0064	0.0028	0.0362	0.0008	0.0146	0	-30.052	-43.2619	0	spring	middle	0.053558	0.14819	5.777778
204	TARA_N000001561	TARA_098	DCM	[0.8-5µm]	-25.826	-111.729	TARA_098_DCM_0.8-5	TARA_098	ERS491754	ERR1712093|ERR1712225	SAMEA2622035	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001561	2011-04-03T21:50	-3072	20.2127	35.86191	25.37245	0.00648	0.04656	188	0.035513	208.821	0	0.000233155	0.007986359	0.029286791	0.010698052	1.59416	75.1857	17.1862564086914												60	177	71	95	392	391	0.187939	0.317446	3972.082944	6.469351374	14256.3	0.741779486									-25.826	-111.7294	0	autumn	early	-0.006839	0.028784	0
